year,month,date_of_month,date,day_of_week,births
2014,3,25,3/25/14,Tues,12342
2014,3,26,3/26/14,Wed,11809
2014,3,27,3/27/14,Thurs,11823
2014,3,28,3/28/14,Fri,11730
2014,3,29,3/29/14,Sat,8153
2014,3,30,3/30/14,Sun,7215
2014,3,31,3/31/14,Mon,11511
2014,4,1,4/1/14,Tues,11710
2014,4,2,4/2/14,Wed,12003
2014,4,3,4/3/14,Thurs,11984
2014,4,4,4/4/14,Fri,12319
2014,4,5,4/5/14,Sat,7926
2014,4,6,4/6/14,Sun,7127
2014,4,7,4/7/14,Mon,11508
2014,4,8,4/8/14,Tues,12187
2014,4,9,4/9/14,Wed,11875
2014,4,10,4/10/14,Thurs,12026
2014,4,11,4/11/14,Fri,12018
2014,4,12,4/12/14,Sat,7980
2014,4,13,4/13/14,Sun,7181
2014,4,14,4/14/14,Mon,11912
2014,4,15,4/15/14,Tues,12274
2014,4,16,4/16/14,Wed,11858
2014,4,17,4/17/14,Thurs,12070
2014,4,18,4/18/14,Fri,11132
2014,4,19,4/19/14,Sat,7641
2014,4,20,4/20/14,Sun,6877
2014,4,21,4/21/14,Mon,11664
2014,4,22,4/22/14,Tues,12528
2014,4,23,4/23/14,Wed,12014
2014,4,24,4/24/14,Thurs,12178
2014,4,25,4/25/14,Fri,11811
2014,4,26,4/26/14,Sat,7949
2014,4,27,4/27/14,Sun,7184
2014,4,28,4/28/14,Mon,11681
2014,4,29,4/29/14,Tues,12121
2014,4,30,4/30/14,Wed,11591
2014,5,1,5/1/14,Thurs,12412
2014,5,2,5/2/14,Fri,12011
2014,5,3,5/3/14,Sat,8015
2014,5,4,5/4/14,Sun,7171
2014,5,5,5/5/14,Mon,11788
2014,5,6,5/6/14,Tues,12487
2014,5,7,5/7/14,Wed,12127
2014,5,8,5/8/14,Thurs,12166
2014,5,9,5/9/14,Fri,11949
2014,5,10,5/10/14,Sat,8100
2014,5,11,5/11/14,Sun,7145
2014,5,12,5/12/14,Mon,11671
2014,5,13,5/13/14,Tues,12057
2014,5,14,5/14/14,Wed,12234
2014,5,15,5/15/14,Thurs,12387
2014,5,16,5/16/14,Fri,12065
2014,5,17,5/17/14,Sat,8051
2014,5,18,5/18/14,Sun,7200
2014,5,19,5/19/14,Mon,11925
2014,5,20,5/20/14,Tues,12854
2014,5,21,5/21/14,Wed,12545
2014,5,22,5/22/14,Thurs,12634
2014,5,23,5/23/14,Fri,12631
2014,5,24,5/24/14,Sat,8456
2014,5,25,5/25/14,Sun,7393
2014,5,26,5/26/14,Mon,7657
2014,5,27,5/27/14,Tues,12490
2014,5,28,5/28/14,Wed,13411
2014,5,29,5/29/14,Thurs,12753
2014,5,30,5/30/14,Fri,12257
2014,5,31,5/31/14,Sat,8462
2014,6,1,6/1/14,Sun,7474
2014,6,2,6/2/14,Mon,11885
2014,6,3,6/3/14,Tues,12246
2014,6,4,6/4/14,Wed,12320
2014,6,5,6/5/14,Thurs,12256
2014,6,6,6/6/14,Fri,11965
2014,6,7,6/7/14,Sat,8164
2014,6,8,6/8/14,Sun,7359
2014,6,9,6/9/14,Mon,11886
2014,6,10,6/10/14,Tues,12513
2014,6,11,6/11/14,Wed,12090
2014,6,12,6/12/14,Thurs,12442
2014,6,13,6/13/14,Fri,11651
2014,6,14,6/14/14,Sat,8199
2014,6,15,6/15/14,Sun,7375
2014,6,16,6/16/14,Mon,12068
2014,6,17,6/17/14,Tues,12555
2014,6,18,6/18/14,Wed,12524
2014,6,19,6/19/14,Thurs,12217
2014,6,20,6/20/14,Fri,12532
2014,6,21,6/21/14,Sat,8299
2014,6,22,6/22/14,Sun,7414
2014,6,23,6/23/14,Mon,11939
2014,6,24,6/24/14,Tues,12704
2014,6,25,6/25/14,Wed,12499
2014,6,26,6/26/14,Thurs,12621
2014,6,27,6/27/14,Fri,12236
2014,6,28,6/28/14,Sat,8441
2014,6,29,6/29/14,Sun,7563
2014,6,30,6/30/14,Mon,12243
2014,7,1,7/1/14,Tues,13575
2014,7,2,7/2/14,Wed,13183
2014,7,3,7/3/14,Thurs,13043
2014,7,4,7/4/14,Fri,9278
2014,7,5,7/5/14,Sat,7778
2014,7,6,7/6/14,Sun,7568
2014,7,7,7/7/14,Mon,13038
2014,7,8,7/8/14,Tues,13500
2014,7,9,7/9/14,Wed,12577
2014,7,10,7/10/14,Thurs,13146
2014,7,11,7/11/14,Fri,12699
2014,7,12,7/12/14,Sat,8650
2014,7,13,7/13/14,Sun,7626
2014,7,14,7/14/14,Mon,12394
2014,7,15,7/15/14,Tues,13207
2014,7,16,7/16/14,Wed,12881
2014,7,17,7/17/14,Thurs,12817
2014,7,18,7/18/14,Fri,12439
2014,7,19,7/19/14,Sat,8720
2014,7,20,7/20/14,Sun,7567
2014,7,21,7/21/14,Mon,12497
2014,7,22,7/22/14,Tues,13239
2014,7,23,7/23/14,Wed,12692
2014,7,24,7/24/14,Thurs,12929
2014,7,25,7/25/14,Fri,12662
2014,7,26,7/26/14,Sat,8740
2014,7,27,7/27/14,Sun,7822
2014,7,28,7/28/14,Mon,12532
2014,7,29,7/29/14,Tues,13252
2014,7,30,7/30/14,Wed,12752
2014,7,31,7/31/14,Thurs,12673
2014,8,1,8/1/14,Fri,12782
2014,8,2,8/2/14,Sat,8814
2014,8,3,8/3/14,Sun,7679
2014,8,4,8/4/14,Mon,12511
2014,8,5,8/5/14,Tues,13415
2014,8,6,8/6/14,Wed,12900
2014,8,7,8/7/14,Thurs,13152
2014,8,8,8/8/14,Fri,12887
2014,8,9,8/9/14,Sat,8958
2014,8,10,8/10/14,Sun,7832
2014,8,11,8/11/14,Mon,12589
2014,8,12,8/12/14,Tues,13413
2014,8,13,8/13/14,Wed,12817
2014,8,14,8/14/14,Thurs,13031
2014,8,15,8/15/14,Fri,13048
2014,8,16,8/16/14,Sat,8885
2014,8,17,8/17/14,Sun,7783
2014,8,18,8/18/14,Mon,12582
2014,8,19,8/19/14,Tues,13198
2014,8,20,8/20/14,Wed,13167
2014,8,21,8/21/14,Thurs,13153
2014,8,22,8/22/14,Fri,12891
2014,8,23,8/23/14,Sat,8912
2014,8,24,8/24/14,Sun,7630
2014,8,25,8/25/14,Mon,12346
2014,8,26,8/26/14,Tues,13278
2014,8,27,8/27/14,Wed,13113
2014,8,28,8/28/14,Thurs,13418
2014,8,29,8/29/14,Fri,13099
2014,8,30,8/30/14,Sat,8899
2014,8,31,8/31/14,Sun,7884
2014,9,1,9/1/14,Mon,8043
2014,9,2,9/2/14,Tues,13071
2014,9,3,9/3/14,Wed,13863
2014,9,4,9/4/14,Thurs,13556
2014,9,5,9/5/14,Fri,13457
2014,9,6,9/6/14,Sat,8806
2014,9,7,9/7/14,Sun,7770
2014,9,8,9/8/14,Mon,12743
2014,9,9,9/9/14,Tues,13629
2014,9,10,9/10/14,Wed,13230
2014,9,11,9/11/14,Thurs,12104
2014,9,12,9/12/14,Fri,13415
2014,9,13,9/13/14,Sat,8903
2014,9,14,9/14/14,Sun,8109
2014,9,15,9/15/14,Mon,13018
2014,9,16,9/16/14,Tues,13661
2014,9,17,9/17/14,Wed,13341
2014,9,18,9/18/14,Thurs,13451
2014,9,19,9/19/14,Fri,13129
2014,9,20,9/20/14,Sat,9202
2014,9,21,9/21/14,Sun,8002
2014,9,22,9/22/14,Mon,12713
2014,9,23,9/23/14,Tues,13149
2014,9,24,9/24/14,Wed,13033
2014,9,25,9/25/14,Thurs,12908
2014,9,26,9/26/14,Fri,12478
2014,9,27,9/27/14,Sat,8797
2014,9,28,9/28/14,Sun,7639
2014,9,29,9/29/14,Mon,12318
2014,9,30,9/30/14,Tues,12959
2014,10,1,10/1/14,Wed,13082
2014,10,2,10/2/14,Thurs,12841
2014,10,3,10/3/14,Fri,12539
2014,10,4,10/4/14,Sat,8425
2014,10,5,10/5/14,Sun,7484
2014,10,6,10/6/14,Mon,11893
2014,10,7,10/7/14,Tues,12860
2014,10,8,10/8/14,Wed,12363
2014,10,9,10/9/14,Thurs,12130
2014,10,10,10/10/14,Fri,12155
2014,10,11,10/11/14,Sat,8262
2014,10,12,10/12/14,Sun,7283
2014,10,13,10/13/14,Mon,11241
2014,10,14,10/14/14,Tues,12658
2014,10,15,10/15/14,Wed,12405
2014,10,16,10/16/14,Thurs,12506
2014,10,17,10/17/14,Fri,12087
2014,10,18,10/18/14,Sat,8305
2014,10,19,10/19/14,Sun,7279
2014,10,20,10/20/14,Mon,11744
2014,10,21,10/21/14,Tues,12565
2014,10,22,10/22/14,Wed,12282
2014,10,23,10/23/14,Thurs,12162
2014,10,24,10/24/14,Fri,12119
2014,10,25,10/25/14,Sat,8256
2014,10,26,10/26/14,Sun,7576
2014,10,27,10/27/14,Mon,12007
2014,10,28,10/28/14,Tues,12831
2014,10,29,10/29/14,Wed,12102
2014,10,30,10/30/14,Thurs,12192
2014,10,31,10/31/14,Fri,10837
2014,11,1,11/1/14,Sat,8367
2014,11,2,11/2/14,Sun,7736
2014,11,3,11/3/14,Mon,12309
2014,11,4,11/4/14,Tues,12748
2014,11,5,11/5/14,Wed,12461
2014,11,6,11/6/14,Thurs,12489
2014,11,7,11/7/14,Fri,12422
2014,11,8,11/8/14,Sat,8268
2014,11,9,11/9/14,Sun,7479
2014,11,10,11/10/14,Mon,11898
2014,11,11,11/11/14,Tues,12794
2014,11,12,11/12/14,Wed,12244
2014,11,13,11/13/14,Thurs,12103
2014,11,14,11/14/14,Fri,12234
2014,11,15,11/15/14,Sat,8305
2014,11,16,11/16/14,Sun,7219
2014,11,17,11/17/14,Mon,11784
2014,11,18,11/18/14,Tues,12822
2014,11,19,11/19/14,Wed,12100
2014,11,20,11/20/14,Thurs,12541
2014,11,21,11/21/14,Fri,12638
2014,11,22,11/22/14,Sat,8647
2014,11,23,11/23/14,Sun,7497
2014,11,24,11/24/14,Mon,12791
2014,11,25,11/25/14,Tues,13349
2014,11,26,11/26/14,Wed,11747
2014,11,27,11/27/14,Thurs,7351
2014,11,28,11/28/14,Fri,9049
2014,11,29,11/29/14,Sat,8035
2014,11,30,11/30/14,Sun,7228
2014,12,1,12/1/14,Mon,12584
2014,12,2,12/2/14,Tues,13083
2014,12,3,12/3/14,Wed,12427
2014,12,4,12/4/14,Thurs,12384
2014,12,5,12/5/14,Fri,11964
2014,12,6,12/6/14,Sat,8280
2014,12,7,12/7/14,Sun,7196
2014,12,8,12/8/14,Mon,11773
2014,12,9,12/9/14,Tues,12419
2014,12,10,12/10/14,Wed,12203
2014,12,11,12/11/14,Thurs,12042
2014,12,12,12/12/14,Fri,12001
2014,12,13,12/13/14,Sat,8596
2014,12,14,12/14/14,Sun,7291
2014,12,15,12/15/14,Mon,12013
2014,12,16,12/16/14,Tues,12748
2014,12,17,12/17/14,Wed,12684
2014,12,18,12/18/14,Thurs,12816
2014,12,19,12/19/14,Fri,12714
2014,12,20,12/20/14,Sat,8465
2014,12,21,12/21/14,Sun,7382
2014,12,22,12/22/14,Mon,12799
2014,12,23,12/23/14,Tues,12604
2014,12,24,12/24/14,Wed,9308
2014,12,25,12/25/14,Thurs,6749
2014,12,26,12/26/14,Fri,10386
2014,12,27,12/27/14,Sat,8656
2014,12,28,12/28/14,Sun,7724
2014,12,29,12/29/14,Mon,12811
2014,12,30,12/30/14,Tues,13634
2014,12,31,12/31/14,Wed,11990
